id,user_id,tracking_number,courier_service,origin,destination,status,delivered_at,expected_delivery_date,received_at,category,created_at,updated_at
412,18,TRK614455554,Sicepat,Sydney,London,Delayed,2024-07-31 00:00:00,2024-09-21 00:00:00,2024-09-26 00:00:00,Fragile,2024-07-28 00:00:00,2024-08-25 00:00:00
413,909,TRK871262037,Cainiao,Hong Kong,Melbourne,Pending,,,,Heavy,2023-06-29 00:00:00,2023-06-29 00:00:00
414,748,TRK574924403,TNT,Baghdad,Kuwait City,Received,2023-08-02 00:00:00,2023-08-11 00:00:00,2023-08-24 00:00:00,Non-Fragile,2023-07-28 00:00:00,2023-08-12 00:00:00
415,451,TRK140532491,Kerry Express,Manila,Casablanca,Delivered,2024-02-12 00:00:00,2024-03-29 00:00:00,,Fragile,2024-01-29 00:00:00,2024-03-04 00:00:00
416,950,TRK165382951,Kerry Express,Osaka,Vancouver,Received,2024-07-09 00:00:00,2024-08-12 00:00:00,2024-08-24 00:00:00,Fragile,2024-06-24 00:00:00,2024-07-25 00:00:00
417,463,TRK177775235,Fastway,Zurich,Melbourne,Delivered,2023-09-11 00:00:00,2023-10-16 00:00:00,,Non-Fragile,2023-08-27 00:00:00,2023-09-23 00:00:00
418,93,TRK668806392,Delhivery,Copenhagen,Oslo,Received,2022-08-07 00:00:00,2022-10-05 00:00:00,2022-10-08 00:00:00,Non-Fragile,2022-07-24 00:00:00,2022-08-10 00:00:00
419,502,TRK903933699,China Post,Toronto,Jakarta,Received,2022-11-22 00:00:00,2022-11-30 00:00:00,2022-11-29 00:00:00,Non-Fragile,2022-11-10 00:00:00,2022-12-04 00:00:00
420,79,TRK715104376,Fastway,Riyadh,Jakarta,Received,2024-03-25 00:00:00,2024-04-25 00:00:00,2024-05-08 00:00:00,Perishable,2024-03-16 00:00:00,2024-04-19 00:00:00
421,565,TRK702315031,Anteraja,Cairo,Baghdad,Delivered,2024-06-04 00:00:00,2024-07-21 00:00:00,,Heavy,2024-05-30 00:00:00,2024-06-11 00:00:00
422,770,TRK074679010,Zajil Express,Berlin,Karachi,Delayed,2022-11-29 00:00:00,2022-12-17 00:00:00,2022-12-25 00:00:00,Heavy,2022-11-20 00:00:00,2022-12-26 00:00:00
423,954,TRK927967527,FedEx,Kuala Lumpur,Zarqa,Delivered,2024-01-12 00:00:00,2024-02-29 00:00:00,,Fragile,2024-01-07 00:00:00,2024-02-07 00:00:00
424,894,TRK056197897,Anteraja,Irbid,Karachi,Pending,,,,Fragile,2023-07-21 00:00:00,2023-08-21 00:00:00
425,398,TRK375932745,Saudi Post,Cairo,Seoul,Delivered,2022-09-15 00:00:00,2022-09-25 00:00:00,,Perishable,2022-09-05 00:00:00,2022-10-13 00:00:00
426,541,TRK184644471,DTDC,New York,Nairobi,Cancelled,,,,Non-Fragile,2022-11-07 00:00:00,2022-11-11 00:00:00
427,138,TRK441570749,Korea Post,Kuala Lumpur,Brussels,Delayed,2023-01-06 00:00:00,2023-02-23 00:00:00,2023-03-01 00:00:00,Non-Fragile,2022-12-23 00:00:00,2023-01-31 00:00:00
428,743,TRK712943917,Barq Express,Dubai,Hong Kong,Pending,,,,Fragile,2023-03-31 00:00:00,2023-04-20 00:00:00
429,275,TRK673061054,Sicepat,Helsinki,Beirut,Delayed,2024-08-06 00:00:00,2024-08-20 00:00:00,2024-08-25 00:00:00,Heavy,2024-07-31 00:00:00,2024-08-18 00:00:00
430,372,TRK512656255,India Post,Mexico City,Muscat,Delayed,2023-11-25 00:00:00,2024-01-06 00:00:00,2024-01-13 00:00:00,Perishable,2023-11-20 00:00:00,2023-12-08 00:00:00
431,643,TRK585012401,Toll Group,Jakarta,Beirut,Delayed,2022-10-11 00:00:00,2022-12-01 00:00:00,2022-12-13 00:00:00,Perishable,2022-10-06 00:00:00,2022-10-15 00:00:00
432,807,TRK381186102,DHL Express,Tokyo,New York,Received,2022-09-17 00:00:00,2022-10-10 00:00:00,2022-10-13 00:00:00,Non-Fragile,2022-09-05 00:00:00,2022-10-16 00:00:00
433,698,TRK044147178,DPD,Seoul,Abu Dhabi,Delayed,2023-12-13 00:00:00,2024-01-22 00:00:00,2024-01-21 00:00:00,Heavy,2023-11-28 00:00:00,2024-01-12 00:00:00
434,458,TRK317371080,Correos,Toronto,Paris,Received,2023-05-15 00:00:00,2023-05-26 00:00:00,2023-06-05 00:00:00,Heavy,2023-05-07 00:00:00,2023-06-10 00:00:00
435,817,TRK310794508,Jeebly,Buenos Aires,Vancouver,Delayed,2022-12-08 00:00:00,2022-12-27 00:00:00,2022-12-28 00:00:00,Heavy,2022-11-24 00:00:00,2022-12-25 00:00:00
436,515,TRK252378717,Toll Group,Frankfurt,Madrid,Received,2023-06-17 00:00:00,2023-06-25 00:00:00,2023-06-25 00:00:00,Heavy,2023-06-14 00:00:00,2023-06-17 00:00:00
437,170,TRK235431683,Anteraja,Mumbai,Delhi,Delivered,2023-12-18 00:00:00,2024-02-11 00:00:00,,Fragile,2023-12-14 00:00:00,2023-12-28 00:00:00
438,276,TRK463230018,Shopee Xpress,Amsterdam,Beijing,Received,2024-04-14 00:00:00,2024-05-21 00:00:00,2024-05-23 00:00:00,Fragile,2024-04-08 00:00:00,2024-05-07 00:00:00
439,551,TRK427177917,DTDC,Muscat,Vienna,Pending,,,,Heavy,2024-08-05 00:00:00,2024-09-18 00:00:00
440,573,TRK093154481,J&T Express,Irbid,Nairobi,Received,2024-03-04 00:00:00,2024-03-25 00:00:00,2024-03-25 00:00:00,Fragile,2024-03-01 00:00:00,2024-03-11 00:00:00
441,489,TRK280987902,Sendle,Berlin,Bangkok,Delivered,2024-06-27 00:00:00,2024-08-11 00:00:00,,Fragile,2024-06-19 00:00:00,2024-07-21 00:00:00
442,361,TRK844281400,Correos,Dubai,Mumbai,Received,2024-04-29 00:00:00,2024-06-11 00:00:00,2024-06-18 00:00:00,Non-Fragile,2024-04-14 00:00:00,2024-05-17 00:00:00
443,727,TRK175190394,Pos Malaysia,Istanbul,Copenhagen,Delayed,2024-07-01 00:00:00,2024-08-26 00:00:00,2024-09-07 00:00:00,Non-Fragile,2024-06-24 00:00:00,2024-07-17 00:00:00
444,149,TRK666410121,Shopee Xpress,Zarqa,Bengaluru,Delivered,2023-10-09 00:00:00,2023-12-08 00:00:00,,Perishable,2023-10-03 00:00:00,2023-10-31 00:00:00
445,752,TRK339273839,Korea Post,Delhi,Istanbul,Pending,,,,Non-Fragile,2022-10-01 00:00:00,2022-10-14 00:00:00
446,46,TRK244175883,Delhivery,Brussels,Frankfurt,Delayed,2024-01-04 00:00:00,2024-02-29 00:00:00,2024-03-05 00:00:00,Perishable,2023-12-22 00:00:00,2024-01-09 00:00:00
447,812,TRK763721280,Naqel Express,Beirut,Manila,Pending,,,,Perishable,2023-05-14 00:00:00,2023-06-14 00:00:00
448,52,TRK501602140,EMS,Geneva,Shanghai,Delivered,2023-01-17 00:00:00,2023-01-30 00:00:00,,Perishable,2023-01-14 00:00:00,2023-01-26 00:00:00
449,519,TRK891763922,DHL eCommerce,Shanghai,Los Angeles,Delayed,2023-12-11 00:00:00,2024-02-03 00:00:00,2024-02-01 00:00:00,Non-Fragile,2023-12-01 00:00:00,2024-01-07 00:00:00
450,156,TRK771459006,NZ Post,Beijing,Seoul,Cancelled,,,,Perishable,2023-10-03 00:00:00,2023-10-03 00:00:00
451,503,TRK235764083,Aramex,Beirut,Manila,Delayed,2024-06-11 00:00:00,2024-07-06 00:00:00,2024-07-04 00:00:00,Heavy,2024-06-01 00:00:00,2024-06-24 00:00:00
452,924,TRK735615797,Shopee Xpress,Sharjah,Jeddah,Received,2023-04-18 00:00:00,2023-06-06 00:00:00,2023-06-10 00:00:00,Non-Fragile,2023-04-09 00:00:00,2023-05-17 00:00:00
453,593,TRK894770757,Yanwen,Casablanca,Beijing,Delivered,2023-04-04 00:00:00,2023-05-11 00:00:00,,Perishable,2023-03-27 00:00:00,2023-04-07 00:00:00
454,420,TRK159705954,Japan Post,Singapore,Oslo,Delivered,2024-02-26 00:00:00,2024-03-08 00:00:00,,Fragile,2024-02-16 00:00:00,2024-03-11 00:00:00
455,791,TRK249400906,Skynet,Manila,Mumbai,Cancelled,,,,Fragile,2023-11-17 00:00:00,2023-11-25 00:00:00
456,25,TRK865883086,Pos Malaysia,Jeddah,Vancouver,Delivered,2023-02-02 00:00:00,2023-03-17 00:00:00,,Perishable,2023-01-20 00:00:00,2023-02-14 00:00:00
457,951,TRK692291136,India Post,Toronto,Melbourne,Delayed,2022-10-21 00:00:00,2022-11-22 00:00:00,2022-11-25 00:00:00,Fragile,2022-10-18 00:00:00,2022-11-10 00:00:00
458,370,TRK782612312,Japan Post,Hong Kong,New York,Pending,,,,Non-Fragile,2023-03-15 00:00:00,2023-03-15 00:00:00
459,213,TRK920060646,USPS,Manama,Doha,Received,2023-05-30 00:00:00,2023-06-22 00:00:00,2023-07-01 00:00:00,Perishable,2023-05-24 00:00:00,2023-06-22 00:00:00
460,166,TRK671593204,Korea Post,Mumbai,Berlin,Delayed,2023-01-23 00:00:00,2023-02-21 00:00:00,2023-02-23 00:00:00,Perishable,2023-01-12 00:00:00,2023-02-13 00:00:00
461,657,TRK964587235,SMSA Express,Singapore,São Paulo,Pending,,,,Heavy,2023-01-25 00:00:00,2023-02-11 00:00:00
462,778,TRK610561700,SF Express,Nairobi,Tunis,Cancelled,,,,Heavy,2023-11-12 00:00:00,2023-11-12 00:00:00
463,986,TRK007880938,Quiqup,Kuwait City,São Paulo,Pending,,,,Non-Fragile,2024-06-27 00:00:00,2024-06-29 00:00:00
464,846,TRK624685368,USPS,Geneva,Istanbul,Delivered,2023-08-04 00:00:00,2023-09-25 00:00:00,,Heavy,2023-07-28 00:00:00,2023-08-17 00:00:00
465,997,TRK179912254,Ekart,Beijing,Jeddah,Received,2022-10-21 00:00:00,2022-12-12 00:00:00,2022-12-25 00:00:00,Fragile,2022-10-06 00:00:00,2022-10-27 00:00:00
466,362,TRK058590269,Parcelforce,Brussels,Bengaluru,Pending,,,,Fragile,2022-11-22 00:00:00,2023-01-04 00:00:00
467,790,TRK396483829,Yanwen,Copenhagen,Jakarta,Cancelled,,,,Heavy,2023-05-29 00:00:00,2023-06-03 00:00:00
468,586,TRK074431098,Skynet,Los Angeles,Zarqa,Cancelled,,,,Non-Fragile,2023-12-30 00:00:00,2024-01-09 00:00:00
469,483,TRK790678500,USPS,Melbourne,New York,Cancelled,,,,Fragile,2023-04-15 00:00:00,2023-04-23 00:00:00
470,631,TRK571440329,La Poste,Melbourne,Jeddah,Delayed,2023-03-31 00:00:00,2023-05-27 00:00:00,2023-06-05 00:00:00,Perishable,2023-03-17 00:00:00,2023-04-25 00:00:00
471,378,TRK123748409,PostNL,Madrid,Baghdad,Cancelled,,,,Heavy,2023-01-08 00:00:00,2023-01-09 00:00:00
472,117,TRK635682311,Pos Malaysia,Amsterdam,Karachi,Pending,,,,Fragile,2024-07-14 00:00:00,2024-08-30 00:00:00
473,658,TRK974724229,India Post,Karachi,New York,Pending,,,,Fragile,2023-03-03 00:00:00,2023-04-08 00:00:00
474,14,TRK431208159,J&T Express,Kuala Lumpur,Kuala Lumpur,Delayed,2023-01-24 00:00:00,2023-02-06 00:00:00,2023-02-07 00:00:00,Fragile,2023-01-21 00:00:00,2023-01-27 00:00:00
475,629,TRK749339957,Naqel Express,Jeddah,Cairo,Cancelled,,,,Non-Fragile,2024-05-19 00:00:00,2024-05-22 00:00:00
476,325,TRK274812182,Naqel Express,Tokyo,Shanghai,Delayed,2023-04-04 00:00:00,2023-05-06 00:00:00,2023-05-19 00:00:00,Non-Fragile,2023-03-28 00:00:00,2023-04-10 00:00:00
477,602,TRK762917484,China Post,Rome,Casablanca,Cancelled,,,,Non-Fragile,2023-03-24 00:00:00,2023-03-26 00:00:00
478,841,TRK937574310,Hermes,Muscat,Cairo,Cancelled,,,,Fragile,2023-09-19 00:00:00,2023-09-21 00:00:00
479,551,TRK172296762,Yanwen,Nairobi,São Paulo,Pending,,,,Perishable,2024-05-25 00:00:00,2024-07-24 00:00:00
480,254,TRK953810119,PostaPlus,Nairobi,Istanbul,Cancelled,,,,Heavy,2024-03-26 00:00:00,2024-03-28 00:00:00
481,103,TRK573071068,DTDC,Zarqa,Cairo,Delivered,2023-03-21 00:00:00,2023-04-09 00:00:00,,Heavy,2023-03-12 00:00:00,2023-04-07 00:00:00
482,535,TRK663584970,Barq Express,Manama,Toronto,Received,2024-02-25 00:00:00,2024-03-10 00:00:00,2024-03-19 00:00:00,Heavy,2024-02-17 00:00:00,2024-03-04 00:00:00
483,545,TRK797342796,Correos,Melbourne,Shanghai,Delayed,2022-11-02 00:00:00,2022-12-31 00:00:00,2023-01-06 00:00:00,Fragile,2022-10-20 00:00:00,2022-11-30 00:00:00
484,215,TRK157552556,Kerry Express,Madrid,Osaka,Delayed,2023-04-18 00:00:00,2023-05-12 00:00:00,2023-05-24 00:00:00,Fragile,2023-04-15 00:00:00,2023-05-10 00:00:00
485,297,TRK167256651,Yodel,Doha,Stockholm,Pending,,,,Perishable,2024-03-05 00:00:00,2024-04-30 00:00:00
486,607,TRK316368444,Asendia,Stockholm,Zurich,Pending,,,,Heavy,2024-05-01 00:00:00,2024-05-10 00:00:00
487,148,TRK094794664,NZ Post,Amsterdam,Copenhagen,Delayed,2023-11-09 00:00:00,2023-11-18 00:00:00,2023-11-30 00:00:00,Heavy,2023-10-26 00:00:00,2023-11-23 00:00:00
488,132,TRK824296941,Hermes,Tokyo,Bengaluru,Delayed,2023-01-01 00:00:00,2023-02-07 00:00:00,2023-02-05 00:00:00,Perishable,2022-12-18 00:00:00,2023-01-01 00:00:00
489,862,TRK699963951,Sendle,Dubai,Bengaluru,Received,2024-02-12 00:00:00,2024-03-07 00:00:00,2024-03-19 00:00:00,Fragile,2024-02-03 00:00:00,2024-02-24 00:00:00
490,206,TRK630811417,Blue Dart,Nairobi,Cape Town,Delivered,2024-01-18 00:00:00,2024-01-26 00:00:00,,Non-Fragile,2024-01-13 00:00:00,2024-01-30 00:00:00
491,796,TRK550439405,USPS,Helsinki,Frankfurt,Delivered,2024-07-10 00:00:00,2024-08-06 00:00:00,,Fragile,2024-07-06 00:00:00,2024-07-13 00:00:00
492,655,TRK585807647,NZ Post,Los Angeles,Melbourne,Pending,,,,Non-Fragile,2023-06-28 00:00:00,2023-07-03 00:00:00
493,69,TRK649422958,DHL Express,Nairobi,Manama,Cancelled,,,,Heavy,2024-07-12 00:00:00,2024-07-21 00:00:00
494,400,TRK495293531,PostaPlus,Vancouver,São Paulo,Delivered,2024-06-10 00:00:00,2024-07-21 00:00:00,,Fragile,2024-06-04 00:00:00,2024-06-12 00:00:00
495,670,TRK959080343,Fetchr,Abu Dhabi,Copenhagen,Delayed,2022-09-09 00:00:00,2022-10-16 00:00:00,2022-10-24 00:00:00,Heavy,2022-09-01 00:00:00,2022-09-29 00:00:00
496,716,TRK216682306,Emirates Post,Riyadh,Shanghai,Delayed,2023-08-11 00:00:00,2023-09-26 00:00:00,2023-10-05 00:00:00,Heavy,2023-07-29 00:00:00,2023-08-14 00:00:00
497,545,TRK064772294,Yanwen,Irbid,Kuwait City,Delayed,2023-09-25 00:00:00,2023-10-27 00:00:00,2023-10-27 00:00:00,Non-Fragile,2023-09-14 00:00:00,2023-10-17 00:00:00
498,503,TRK499773016,Korea Post,Madrid,Muscat,Delayed,2024-08-14 00:00:00,2024-08-26 00:00:00,2024-09-05 00:00:00,Fragile,2024-08-03 00:00:00,2024-08-27 00:00:00
499,289,TRK373111553,Quiqup,Sydney,Jakarta,Delayed,2022-10-15 00:00:00,2022-11-08 00:00:00,2022-11-10 00:00:00,Heavy,2022-10-10 00:00:00,2022-11-11 00:00:00
500,768,TRK204377495,Noon Express,Baghdad,Zarqa,Pending,,,,Non-Fragile,2022-08-17 00:00:00,2022-09-16 00:00:00
501,261,TRK366426178,Quiqup,Frankfurt,Stockholm,Delivered,2024-07-06 00:00:00,2024-07-20 00:00:00,,Non-Fragile,2024-06-24 00:00:00,2024-08-01 00:00:00
502,905,TRK388600669,FedEx,Karachi,Muscat,Delivered,2024-07-28 00:00:00,2024-08-10 00:00:00,,Non-Fragile,2024-07-22 00:00:00,2024-08-04 00:00:00
503,971,TRK407485310,SMSA Express,Amsterdam,Seoul,Delivered,2023-12-23 00:00:00,2024-01-29 00:00:00,,Fragile,2023-12-19 00:00:00,2024-01-02 00:00:00
504,398,TRK422799327,Pos Malaysia,Baghdad,Delhi,Cancelled,,,,Fragile,2022-11-30 00:00:00,2022-12-04 00:00:00
505,427,TRK501433540,Correos,Jeddah,Beijing,Delivered,2022-08-17 00:00:00,2022-10-05 00:00:00,,Heavy,2022-08-08 00:00:00,2022-08-30 00:00:00
506,317,TRK504603623,DPD,Dubai,Bangkok,Pending,,,,Non-Fragile,2022-09-04 00:00:00,2022-11-03 00:00:00
507,526,TRK485743319,DPD,Geneva,Kuala Lumpur,Delayed,2022-09-23 00:00:00,2022-11-22 00:00:00,2022-11-27 00:00:00,Fragile,2022-09-12 00:00:00,2022-09-28 00:00:00
508,928,TRK667544178,Canada Post,Copenhagen,Amsterdam,Cancelled,,,,Perishable,2023-04-18 00:00:00,2023-04-24 00:00:00
509,867,TRK264374343,4PX,Kuwait City,Vienna,Cancelled,,,,Fragile,2023-12-10 00:00:00,2023-12-12 00:00:00
510,772,TRK535586188,Toll Group,Sydney,Shanghai,Pending,,,,Heavy,2023-10-18 00:00:00,2023-11-11 00:00:00
511,64,TRK479179158,Emirates Post,Stockholm,Bengaluru,Delivered,2023-03-15 00:00:00,2023-05-14 00:00:00,,Fragile,2023-03-04 00:00:00,2023-03-20 00:00:00
512,782,TRK382912889,Australia Post,Helsinki,Tunis,Delivered,2023-06-15 00:00:00,2023-06-24 00:00:00,,Fragile,2023-06-02 00:00:00,2023-07-12 00:00:00
513,105,TRK593963251,Hermes,Los Angeles,Vienna,Delayed,2022-12-03 00:00:00,2023-01-18 00:00:00,2023-01-24 00:00:00,Perishable,2022-11-22 00:00:00,2022-12-04 00:00:00
514,682,TRK346851220,EMS,Cairo,Tunis,Received,2022-11-16 00:00:00,2023-01-15 00:00:00,2023-01-26 00:00:00,Heavy,2022-11-09 00:00:00,2022-11-21 00:00:00
515,422,TRK881930539,J&T Express,Istanbul,Mumbai,Pending,,,,Heavy,2024-01-12 00:00:00,2024-02-08 00:00:00
516,324,TRK386088322,Cainiao,Johannesburg,Casablanca,Delivered,2023-11-21 00:00:00,2023-12-22 00:00:00,,Heavy,2023-11-06 00:00:00,2023-11-28 00:00:00
517,2,TRK925895471,SMSA Express,Singapore,Abu Dhabi,Cancelled,,,,Non-Fragile,2023-03-22 00:00:00,2023-03-23 00:00:00
518,893,TRK489942003,Noon Express,Zarqa,Delhi,Cancelled,,,,Perishable,2024-06-17 00:00:00,2024-06-24 00:00:00
519,340,TRK636209272,Parcelforce,Tokyo,Beirut,Cancelled,,,,Non-Fragile,2023-01-01 00:00:00,2023-01-02 00:00:00
520,856,TRK160996396,Fastway,Cairo,Los Angeles,Delivered,2022-08-09 00:00:00,2022-10-03 00:00:00,,Non-Fragile,2022-07-29 00:00:00,2022-08-16 00:00:00
521,222,TRK076999828,Toll Group,Tokyo,Riyadh,Pending,,,,Heavy,2022-12-07 00:00:00,2023-01-24 00:00:00
522,281,TRK825894494,Quiqup,Riyadh,Berlin,Cancelled,,,,Fragile,2023-07-17 00:00:00,2023-07-19 00:00:00
523,719,TRK377336942,Naqel Express,Beirut,Rome,Cancelled,,,,Non-Fragile,2023-07-01 00:00:00,2023-07-02 00:00:00
524,650,TRK791860983,Naqel Express,Paris,Toronto,Cancelled,,,,Fragile,2023-08-06 00:00:00,2023-08-07 00:00:00
525,912,TRK675750554,Yanwen,Dubai,Jakarta,Received,2024-01-29 00:00:00,2024-03-26 00:00:00,2024-04-02 00:00:00,Fragile,2024-01-18 00:00:00,2024-01-30 00:00:00
526,309,TRK445165332,NZ Post,Sharjah,Doha,Pending,,,,Heavy,2023-11-28 00:00:00,2023-12-05 00:00:00
527,198,TRK929074674,Anteraja,Frankfurt,Amsterdam,Delivered,2023-03-21 00:00:00,2023-04-12 00:00:00,,Fragile,2023-03-16 00:00:00,2023-03-23 00:00:00
528,193,TRK009265835,MyUS,Seoul,Mumbai,Cancelled,,,,Non-Fragile,2023-02-27 00:00:00,2023-03-06 00:00:00
529,277,TRK483969127,Qxpress,Toronto,Osaka,Cancelled,,,,Perishable,2022-12-05 00:00:00,2022-12-08 00:00:00
530,956,TRK169737443,Aramex,Tunis,Amman,Delayed,2023-01-26 00:00:00,2023-02-22 00:00:00,2023-03-07 00:00:00,Non-Fragile,2023-01-12 00:00:00,2023-01-28 00:00:00
531,665,TRK947014119,Ekart,Cairo,Amsterdam,Cancelled,,,,Fragile,2023-04-20 00:00:00,2023-04-23 00:00:00
532,192,TRK173212446,NZ Post,São Paulo,Toronto,Delivered,2023-05-07 00:00:00,2023-06-07 00:00:00,,Perishable,2023-04-23 00:00:00,2023-05-21 00:00:00
533,746,TRK199165184,Ekart,Zurich,São Paulo,Pending,,,,Heavy,2022-09-13 00:00:00,2022-10-11 00:00:00
534,490,TRK337828216,Canada Post,Stockholm,Manila,Delayed,2024-02-19 00:00:00,2024-03-11 00:00:00,2024-03-13 00:00:00,Heavy,2024-02-16 00:00:00,2024-03-01 00:00:00
535,664,TRK483808533,Anteraja,Hong Kong,Brussels,Pending,,,,Heavy,2023-11-10 00:00:00,2024-01-05 00:00:00
536,217,TRK807557387,Royal Mail,Manila,Bangkok,Delivered,2023-10-22 00:00:00,2023-11-06 00:00:00,,Heavy,2023-10-09 00:00:00,2023-11-03 00:00:00
537,682,TRK634922924,Fetchr,Buenos Aires,Oslo,Delivered,2023-04-18 00:00:00,2023-05-24 00:00:00,,Perishable,2023-04-11 00:00:00,2023-04-29 00:00:00
538,708,TRK017557424,4PX,Nairobi,Beijing,Pending,,,,Non-Fragile,2022-10-03 00:00:00,2022-10-24 00:00:00
539,219,TRK475138518,DTDC,Johannesburg,Beirut,Cancelled,,,,Fragile,2023-03-30 00:00:00,2023-04-07 00:00:00
540,238,TRK091435603,Royal Mail,Kuala Lumpur,Hong Kong,Delayed,2023-10-06 00:00:00,2023-11-13 00:00:00,2023-11-18 00:00:00,Non-Fragile,2023-09-21 00:00:00,2023-10-12 00:00:00
541,105,TRK316428026,Canada Post,Kuwait City,Osaka,Delivered,2023-03-21 00:00:00,2023-04-19 00:00:00,,Fragile,2023-03-18 00:00:00,2023-03-28 00:00:00
542,319,TRK169790542,4PX,Tunis,Bengaluru,Received,2022-11-10 00:00:00,2023-01-05 00:00:00,2023-01-14 00:00:00,Perishable,2022-10-30 00:00:00,2022-11-23 00:00:00
543,896,TRK374243191,Aramex,Cape Town,Nairobi,Pending,,,,Non-Fragile,2022-08-09 00:00:00,2022-09-24 00:00:00
544,776,TRK844306358,Australia Post,Madrid,Hong Kong,Cancelled,,,,Non-Fragile,2023-11-20 00:00:00,2023-11-27 00:00:00
545,563,TRK859697500,Korea Post,Vienna,Delhi,Delivered,2022-08-20 00:00:00,2022-09-25 00:00:00,,Fragile,2022-08-16 00:00:00,2022-08-27 00:00:00
546,527,TRK871442166,Yanwen,Dubai,Amsterdam,Received,2023-07-13 00:00:00,2023-09-09 00:00:00,2023-09-23 00:00:00,Non-Fragile,2023-07-07 00:00:00,2023-08-12 00:00:00
547,777,TRK830902898,China Post,São Paulo,Abu Dhabi,Delivered,2023-12-20 00:00:00,2024-01-13 00:00:00,,Fragile,2023-12-09 00:00:00,2023-12-21 00:00:00
548,832,TRK512335808,Shopee Xpress,Zarqa,Zurich,Delayed,2024-07-07 00:00:00,2024-08-13 00:00:00,2024-08-21 00:00:00,Heavy,2024-06-23 00:00:00,2024-08-02 00:00:00
549,853,TRK052209728,Korea Post,Baghdad,Bengaluru,Cancelled,,,,Non-Fragile,2023-02-04 00:00:00,2023-02-12 00:00:00
550,185,TRK691992037,USPS,Zurich,Hong Kong,Delivered,2023-11-09 00:00:00,2023-12-29 00:00:00,,Perishable,2023-10-30 00:00:00,2023-11-28 00:00:00
551,238,TRK752533339,DHL Express,Abu Dhabi,Johannesburg,Cancelled,,,,Fragile,2024-05-02 00:00:00,2024-05-12 00:00:00
552,652,TRK552542699,FedEx,Abu Dhabi,Helsinki,Received,2023-02-25 00:00:00,2023-04-16 00:00:00,2023-04-28 00:00:00,Fragile,2023-02-19 00:00:00,2023-03-09 00:00:00
553,325,TRK760544472,J&T Express,Sydney,Jeddah,Delivered,2022-12-13 00:00:00,2023-01-04 00:00:00,,Non-Fragile,2022-12-06 00:00:00,2023-01-12 00:00:00
554,420,TRK142485732,PostNL,Karachi,Abu Dhabi,Cancelled,,,,Fragile,2022-10-30 00:00:00,2022-11-06 00:00:00
555,465,TRK619661952,4PX,Dubai,Melbourne,Pending,,,,Non-Fragile,2022-08-05 00:00:00,2022-08-23 00:00:00
556,64,TRK167072924,Quiqup,Zarqa,Stockholm,Pending,,,,Heavy,2024-03-26 00:00:00,2024-05-04 00:00:00
557,87,TRK233785072,PostaPlus,Sydney,Helsinki,Pending,,,,Perishable,2024-08-11 00:00:00,2024-09-10 00:00:00
558,660,TRK345798351,UPS,Seoul,Jeddah,Delayed,2023-04-24 00:00:00,2023-06-02 00:00:00,2023-06-11 00:00:00,Heavy,2023-04-10 00:00:00,2023-05-22 00:00:00
559,188,TRK545237552,MyUS,Helsinki,Los Angeles,Received,2024-03-20 00:00:00,2024-04-01 00:00:00,2024-04-03 00:00:00,Non-Fragile,2024-03-10 00:00:00,2024-04-07 00:00:00
560,624,TRK458261958,Zajil Express,Riyadh,Bangkok,Delayed,2023-10-22 00:00:00,2023-12-13 00:00:00,2023-12-25 00:00:00,Heavy,2023-10-17 00:00:00,2023-10-28 00:00:00
561,220,TRK177358881,Correos,Toronto,Frankfurt,Received,2022-10-19 00:00:00,2022-11-28 00:00:00,2022-12-09 00:00:00,Non-Fragile,2022-10-15 00:00:00,2022-11-15 00:00:00
562,339,TRK869404094,J&T Express,Tunis,Berlin,Delayed,2023-11-18 00:00:00,2024-01-09 00:00:00,2024-01-13 00:00:00,Perishable,2023-11-10 00:00:00,2023-12-16 00:00:00
563,554,TRK286267506,Ninja Van,Frankfurt,Hong Kong,Cancelled,,,,Perishable,2023-03-28 00:00:00,2023-04-02 00:00:00
564,476,TRK439602425,Blue Dart,Tunis,London,Cancelled,,,,Fragile,2024-02-11 00:00:00,2024-02-17 00:00:00
565,69,TRK794421143,Anteraja,Casablanca,Mexico City,Received,2023-07-24 00:00:00,2023-07-31 00:00:00,2023-07-31 00:00:00,Heavy,2023-07-13 00:00:00,2023-07-30 00:00:00
566,164,TRK240026919,Parcelforce,Karachi,São Paulo,Cancelled,,,,Fragile,2023-06-10 00:00:00,2023-06-16 00:00:00
567,580,TRK156707346,EMS,Istanbul,Osaka,Delayed,2023-07-11 00:00:00,2023-08-14 00:00:00,2023-08-20 00:00:00,Non-Fragile,2023-07-01 00:00:00,2023-07-31 00:00:00
568,961,TRK958900152,Sendle,Kuala Lumpur,Oslo,Pending,,,,Heavy,2023-10-16 00:00:00,2023-10-23 00:00:00
569,966,TRK490565288,CityLink,Buenos Aires,São Paulo,Received,2023-01-04 00:00:00,2023-02-23 00:00:00,2023-03-03 00:00:00,Heavy,2022-12-23 00:00:00,2023-01-10 00:00:00
570,465,TRK539869344,Ninja Van,Stockholm,London,Received,2023-01-08 00:00:00,2023-01-26 00:00:00,2023-02-09 00:00:00,Heavy,2022-12-28 00:00:00,2023-02-04 00:00:00
571,493,TRK117716498,Qxpress,Amsterdam,Beijing,Delivered,2023-08-26 00:00:00,2023-10-16 00:00:00,,Perishable,2023-08-15 00:00:00,2023-09-15 00:00:00
